#,,,,,,,,,,,
# Results on Tuesday December 12 2017 12:17:01 UTC.,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5,,,,,,,,,,
# Design number was non-random = 0,,,,,,,,,,,
#,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,190,0,f,62,1,The visitor saw the shark which was swimming very quickly in the aquarium.,4482,FALSE,The visitor saw the shark which was swimming very quickly in the aquarium.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,190,1,f,62,Pick a picture,2,1,2420,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,167,0,exp3-1,47,1,Anna looked at the table which the man carried the chair near quite hastily.,10514,FALSE,Anna looked at the table which the man carried the chair near quite hastily.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,167,1,exp3-1,47,Pick a picture,2,1,3557,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,232,0,f,104,1,The trendy student who took the exam noticed that the old teacher had a cellphone.,6620,FALSE,The trendy student who took the exam noticed that the old teacher had a cellphone.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,232,1,f,104,Pick a picture,1,1,1446,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,182,0,exp3-2,54,1,Monica saw the wall beside which the child touched the chair earlier that day.,10705,FALSE,Monica saw the wall beside which the child touched the chair earlier that day.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,182,1,exp3-2,54,Pick a picture,1,1,2919,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,209,0,f,81,1,The man who had a map talked to the lady with the camera very politely.,4914,FALSE,The man who had a map talked to the lady with the camera very politely.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,209,1,f,81,Pick a picture,2,1,4236,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,124,0,exp2-2,31,1,The parent noticed the paper beside which the fire burnt very intensely last weekend,5625,FALSE,The parent noticed the paper beside which the fire burnt very intensely last weekend
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,124,1,exp2-2,31,Pick a picture,2,1,7529,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,211,0,f,83,1,The woman who had an umbrella saw the policeman with the pistol.,10716,FALSE,The woman who had an umbrella saw the policeman with the pistol.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,211,1,f,83,Pick a picture,1,1,3328,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,142,0,exp2-2,37,1,The taxi driver saw the newspaper near which the cigarette burnt very slowly during lunch.,9538,FALSE,The taxi driver saw the newspaper near which the cigarette burnt very slowly during lunch.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,142,1,exp2-2,37,Pick a picture,1,1,2217,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,197,0,f,69,1,Amelia stood by the wall while the room was cleaned that day.,12877,FALSE,Amelia stood by the wall while the room was cleaned that day.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,197,1,f,69,Pick a picture,2,1,1922,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,174,0,exp3-2,50,1,Alex looked at the cake beside which the grandmother baked the bread rolls late at night.,18373,FALSE,Alex looked at the cake beside which the grandmother baked the bread rolls late at night.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,174,1,exp3-2,50,Pick a picture,1,1,4872,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,226,0,f,98,1,The boy dropped the coffee cup in the room after reading the book.,6583,FALSE,The boy dropped the coffee cup in the room after reading the book.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,226,1,f,98,Pick a picture,1,1,5246,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,38,0,exp1-2,8,1,After Emily dressed%2C the boy in the house watched the television.,2632,FALSE,After Emily dressed%2C the boy in the house watched the television.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,38,1,exp1-2,8,Pick a picture,1,1,3207,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,208,0,f,80,1,The policeman said that he met the woman with glasses last night.,6083,FALSE,The policeman said that he met the woman with glasses last night.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,208,1,f,80,Pick a picture,2,1,3075,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,22,0,exp1-2,4,1,After the parents hugged%2C the child in the park sat on the bench.,5950,FALSE,After the parents hugged%2C the child in the park sat on the bench.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,22,1,exp1-2,4,Pick a picture,1,1,2472,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,217,0,f,89,1,The boy broke the window while the girl climbed the tree.,6096,FALSE,The boy broke the window while the girl climbed the tree.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,217,1,f,89,Pick a picture,1,1,1666,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,156,0,exp2-1,42,1,The lady saw the horse which the owner washed very quickly near later that morning.,15833,FALSE,The lady saw the horse which the owner washed very quickly near later that morning.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,156,1,exp2-1,42,Pick a picture,2,0,4834,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,205,0,f,77,1,The girl said that the boy hit her suddenly in the living room.,2758,FALSE,The girl said that the boy hit her suddenly in the living room.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,205,1,f,77,Pick a picture,2,1,4186,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,48,0,exp1-4,10,1,After the parents kissed%2C their son in the dining room ate some bread.,2961,FALSE,After the parents kissed%2C their son in the dining room ate some bread.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,48,1,exp1-4,10,Pick a picture,1,1,2452,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,207,0,f,79,1,The horse was near the rabbit which David patted in the morning.,5141,FALSE,The horse was near the rabbit which David patted in the morning.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,207,1,f,79,Pick a picture,2,1,3208,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,115,0,exp2-2,28,1,Kevin saw the letter beside which the candle burnt very quickly last night.,7409,FALSE,Kevin saw the letter beside which the candle burnt very quickly last night.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,115,1,exp2-2,28,Pick a picture,2,1,3494,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,229,0,f,101,1,The bear attacked by the lion climbed the tree very quickly.,5433,FALSE,The bear attacked by the lion climbed the tree very quickly.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,229,1,f,101,Pick a picture,1,1,6696,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,159,0,exp3-1,43,1,The teacher saw the apple which the student drew the banana beside earlier that day.,13744,FALSE,The teacher saw the apple which the student drew the banana beside earlier that day.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,159,1,exp3-1,43,Pick a picture,2,1,10191,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,233,0,f,105,1,The lady who hated accessories saw her boyfriend wearing the camera.,8434,FALSE,The lady who hated accessories saw her boyfriend wearing the camera.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,233,1,f,105,Pick a picture,1,1,1594,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,75,0,exp1-3,17,1,After the cat scratched the girl in the garden sat on the blanket.,5757,FALSE,After the cat scratched the girl in the garden sat on the blanket.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,75,1,exp1-3,17,Pick a picture,1,0,1828,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,236,0,f,108,1,The boy ate the fish while the lady ate the meat in the restaurant.,3358,FALSE,The boy ate the fish while the lady ate the meat in the restaurant.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,236,1,f,108,Pick a picture,1,1,4705,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,133,0,exp2-2,34,1,The criminal noticed the car from which the guard watched very carefully during the evening.,3810,FALSE,The criminal noticed the car from which the guard watched very carefully during the evening.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,133,1,exp2-2,34,Pick a picture,2,0,4554,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,198,0,f,70,1,Grace wore the skirt to the party in town last weekend.,6605,FALSE,Grace wore the skirt to the party in town last weekend.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,198,1,f,70,Pick a picture,2,1,3806,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,17,0,exp1-1,3,1,After the bear scratched the lion in the forest climbed the tree.,7666,FALSE,After the bear scratched the lion in the forest climbed the tree.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,17,1,exp1-1,3,Pick a picture,2,0,8126,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,204,0,f,76,1,The neighbour patted the cat which the dog licked in the garden.,4552,FALSE,The neighbour patted the cat which the dog licked in the garden.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,204,1,f,76,Pick a picture,2,1,3787,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,129,0,exp2-1,33,1,Elisa noticed the truck which the policeman watched very quietly from earlier that morning.,11164,FALSE,Elisa noticed the truck which the policeman watched very quietly from earlier that morning.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,129,1,exp2-1,33,Pick a picture,1,0,2371,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,195,0,f,67,1,The brother saw three balls rolling down the slope very slowly near the house.,3580,FALSE,The brother saw three balls rolling down the slope very slowly near the house.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,195,1,f,67,Pick a picture,2,1,1511,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,54,0,exp1-2,12,1,After the nurse washed%2C the child in the hospital sat on the chair.,3156,FALSE,After the nurse washed%2C the child in the hospital sat on the chair.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,54,1,exp1-2,12,Pick a picture,1,1,1888,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,216,0,f,88,1,The child in the house saw the cat which was sleeping very quietly.,4803,FALSE,The child in the house saw the cat which was sleeping very quietly.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,216,1,f,88,Pick a picture,1,1,1011,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,119,0,exp2-3,29,1,Jacob saw the desk which the lady moved quite carefully after writing an email.,3216,FALSE,Jacob saw the desk which the lady moved quite carefully after writing an email.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,119,1,exp2-3,29,Pick a picture,1,1,8411,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,192,0,f,64,1,The customer saw the spoon which was on the plate in the restaurant.,4399,FALSE,The customer saw the spoon which was on the plate in the restaurant.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,192,1,f,64,Pick a picture,2,1,2058,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,171,0,exp3-1,49,1,The nephew saw the door which the mother locked the suitcase beside before sleeping.,15507,FALSE,The nephew saw the door which the mother locked the suitcase beside before sleeping.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,171,1,exp3-1,49,Pick a picture,2,0,6575,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,224,0,f,96,1,The mother put just one tea cup on the table even though there were two guests.,7697,FALSE,The mother put just one tea cup on the table even though there were two guests.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,224,1,f,96,Pick a picture,1,1,1596,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,102,0,exp1-2,24,1,After the parents kissed%2C their daughter in the hospital sat down on the sofa.,2564,FALSE,After the parents kissed%2C their daughter in the hospital sat down on the sofa.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,102,1,exp1-2,24,Pick a picture,2,1,2358,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,212,0,f,84,1,The trendy student who had a cellphone walked by the old teacher with the textbook.,4348,FALSE,The trendy student who had a cellphone walked by the old teacher with the textbook.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,212,1,f,84,Pick a picture,1,1,1901,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,33,0,exp1-1,7,1,After the mouse scratched the researcher in the university drank some water.,10555,FALSE,After the mouse scratched the researcher in the university drank some water.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,33,1,exp1-1,7,Pick a picture,1,1,10274,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,199,0,f,71,1,The boy picked up the key in the room very quickly this morning.,3791,FALSE,The boy picked up the key in the room very quickly this morning.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,199,1,f,71,Pick a picture,2,1,4424,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,11,0,exp1-3,1,1,After the lady woke up the child in the room ate a sandwich.,7411,FALSE,After the lady woke up the child in the room ate a sandwich.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,11,1,exp1-3,1,Pick a picture,1,1,1756,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,223,0,f,95,1,The old woman made the cake very quickly while eating the bread rolls.,8502,FALSE,The old woman made the cake very quickly while eating the bread rolls.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,223,1,f,95,Pick a picture,1,1,6366,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,59,0,exp1-3,13,1,After the two brothers hugged their mother at the station ate some cookies.,5740,FALSE,After the two brothers hugged their mother at the station ate some cookies.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,59,1,exp1-3,13,Pick a picture,2,1,3385,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,203,0,f,75,1,The boy saw the mouse was chased by the cat very quickly in the street.,8645,FALSE,The boy saw the mouse was chased by the cat very quickly in the street.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,203,1,f,75,Pick a picture,2,1,2342,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,175,0,exp3-1,51,1,The pilot landed the airplane which the tourist watched the balloon near late at night.,15783,FALSE,The pilot landed the airplane which the tourist watched the balloon near late at night.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,175,1,exp3-1,51,Pick a picture,2,0,6450,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,220,0,f,92,1,The child threw the ball very quickly in the small park.,4590,FALSE,The child threw the ball very quickly in the small park.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,220,1,f,92,Pick a picture,1,1,1895,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,128,0,exp2-3,32,1,Ellie observed the dog which the neighbour walked really happily during the morning.,4984,FALSE,Ellie observed the dog which the neighbour walked really happily during the morning.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,128,1,exp2-3,32,Pick a picture,1,1,2050,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,227,0,f,99,1,George put the headphones on the chair and went out for dinner.,5317,FALSE,George put the headphones on the chair and went out for dinner.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,227,1,f,99,Pick a picture,1,1,1802,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,97,0,exp1-1,23,1,After the mother washed the child in the house watched the television.,5615,FALSE,After the mother washed the child in the house watched the television.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,97,1,exp1-1,23,Pick a picture,2,1,3296,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,230,0,f,102,1,The woman washed her hair very quickly while Edward had a nap.,6603,FALSE,The woman washed her hair very quickly while Edward had a nap.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,230,1,f,102,Pick a picture,1,1,2419,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,16,0,exp1-4,2,1,After the woman dressed%2C the boy in the living room read a book.,3542,FALSE,After the woman dressed%2C the boy in the living room read a book.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,16,1,exp1-4,2,Pick a picture,1,1,4174,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,202,0,f,74,1,Leah ate the fish even though she wanted to have meat last night.,3814,FALSE,Leah ate the fish even though she wanted to have meat last night.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,202,1,f,74,Pick a picture,2,1,3873,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,32,0,exp1-4,6,1,After the parents kissed%2C the child in the kitchen ate some chocolate.,5665,FALSE,After the parents kissed%2C the child in the kitchen ate some chocolate.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,32,1,exp1-4,6,Pick a picture,1,1,1198,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,213,0,f,85,1,The son bit the sandwich while his mother took a nap.,2436,FALSE,The son bit the sandwich while his mother took a nap.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,213,1,f,85,Pick a picture,1,1,1687,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,65,0,exp1-1,15,1,After the grandmother dressed the child in the bedroom looked at the clock.,6960,FALSE,After the grandmother dressed the child in the bedroom looked at the clock.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,65,1,exp1-1,15,Pick a picture,2,1,1989,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,218,0,f,90,1,The man painted the truck even though he was asked to paint the wall.,5726,FALSE,The man painted the truck even though he was asked to paint the wall.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,218,1,f,90,Pick a picture,1,1,1741,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,64,0,exp1-4,14,1,After the nurse woke up%2C the patient in the hospital knocked on the door.,7347,FALSE,After the nurse woke up%2C the patient in the hospital knocked on the door.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,64,1,exp1-4,14,Pick a picture,2,1,3090,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,194,0,f,66,1,The mother held just one tomato in the kitchen.,4005,FALSE,The mother held just one tomato in the kitchen.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,194,1,f,66,Pick a picture,2,1,4009,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,151,0,exp2-2,40,1,The lady saw the bus from which the spy watched completely silently during the evening.,13710,FALSE,The lady saw the bus from which the spy watched completely silently during the evening.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,151,1,exp2-2,40,Pick a picture,1,1,5406,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,222,0,f,94,1,The girl hit her brother even though he did nothing to her.,5573,FALSE,The girl hit her brother even though he did nothing to her.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,222,1,f,94,Pick a picture,1,1,2740,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,163,0,exp3-1,45,1,The father found the piano which the child played the guitar beside earlier today.,14073,FALSE,The father found the piano which the child played the guitar beside earlier today.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,163,1,exp3-1,45,Pick a picture,1,0,13215,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,228,0,f,100,1,The mouse followed the cat which was walking on the road.,3708,FALSE,The mouse followed the cat which was walking on the road.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,228,1,f,100,Pick a picture,1,1,1987,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,138,0,exp2-1,36,1,Rose saw the truck which the man shot very quickly from during the robbery.,9526,FALSE,Rose saw the truck which the man shot very quickly from during the robbery.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,138,1,exp2-1,36,Pick a picture,1,1,3507,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,206,0,f,78,1,The child heard that the grandmother kissed the grandfather before going to sleep.,7963,FALSE,The child heard that the grandmother kissed the grandfather before going to sleep.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,206,1,f,78,Pick a picture,1,0,1477,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,96,0,exp1-4,22,1,After the dog scratched%2C the boy in the house drank some milk.,8704,FALSE,After the dog scratched%2C the boy in the house drank some milk.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,96,1,exp1-4,22,Pick a picture,2,1,1985,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,234,0,f,106,1,The lady who liked the rabbit saw the man patting the horse.,11802,FALSE,The lady who liked the rabbit saw the man patting the horse.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,234,1,f,106,Pick a picture,1,1,1173,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,27,0,exp1-3,5,1,After the lady washed the boy in the house cleaned the plate.,5056,FALSE,After the lady washed the boy in the house cleaned the plate.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,27,1,exp1-3,5,Pick a picture,1,1,1722,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,186,0,f,58,1,While the dog sniffed the flower in the park%2C the child played with the ball quite happily.,7116,FALSE,While the dog sniffed the flower in the park%2C the child played with the ball quite happily.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,186,1,f,58,Pick a picture,2,1,1981,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,49,0,exp1-1,11,1,When the two students hugged the teacher at the graduation ceremony cried very happily.,8525,FALSE,When the two students hugged the teacher at the graduation ceremony cried very happily.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,49,1,exp1-1,11,Pick a picture,1,1,2450,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,210,0,f,82,1,The lady who wore a necklace hit the man with the glasses suddenly.,12557,FALSE,The lady who wore a necklace hit the man with the glasses suddenly.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,210,1,f,82,Pick a picture,1,1,3268,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,155,0,exp2-3,41,1,The commander saw the tank which the soldier shot very quickly during the weekend.,9616,FALSE,The commander saw the tank which the soldier shot very quickly during the weekend.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,155,1,exp2-3,41,Pick a picture,2,1,6180,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,221,0,f,93,1,Mark told his wife that there was just one apple on the shelf.,3751,FALSE,Mark told his wife that there was just one apple on the shelf.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,221,1,f,93,Pick a picture,1,1,1349,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,178,0,exp3-2,52,1,Jack found the bicycle beside which the mechanic repaired the car during the morning.,8557,FALSE,Jack found the bicycle beside which the mechanic repaired the car during the morning.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,178,1,exp3-2,52,Pick a picture,1,1,2846,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,200,0,f,72,1,The business man smoked while his wife ordered a beer.,3863,FALSE,The business man smoked while his wife ordered a beer.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,200,1,f,72,Pick a picture,2,1,2245,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,137,0,exp2-3,35,1,The reporter watched the ship which the sniper shot very carefully during the battle.,7500,FALSE,The reporter watched the ship which the sniper shot very carefully during the battle.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,137,1,exp2-3,35,Pick a picture,2,1,3413,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,219,0,f,91,1,The man ate the spaghetti very quickly while the boy took a shower.,5837,FALSE,The man ate the spaghetti very quickly while the boy took a shower.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,219,1,f,91,Pick a picture,1,1,4437,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,106,0,exp2-2,25,1,The cameraman saw the helicopter from which the soldier attacked very swiftly during the war.,6370,FALSE,The cameraman saw the helicopter from which the soldier attacked very swiftly during the war.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,106,1,exp2-2,25,Pick a picture,2,1,3815,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,187,0,f,59,1,The girl looked at the puddle to pass the time.,2771,FALSE,The girl looked at the puddle to pass the time.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,187,1,f,59,Pick a picture,2,1,2115,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,81,0,exp1-1,19,1,After the lady woke up her boyfriend in the flat drank a cup of tea.,4948,FALSE,After the lady woke up her boyfriend in the flat drank a cup of tea.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,81,1,exp1-1,19,Pick a picture,2,1,3339,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,183,0,f,55,1,While the cat ate the food in the kitchen the man slept very quietly.,7272,FALSE,While the cat ate the food in the kitchen the man slept very quietly.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,183,1,f,55,Pick a picture,2,1,1964,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,111,0,exp2-1,27,1,The lady looked at the bench which the workman moved very slowly from during lunch.,6460,FALSE,The lady looked at the bench which the workman moved very slowly from during lunch.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,111,1,exp2-1,27,Pick a picture,2,1,3987,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,185,0,f,57,1,When Jacob opened the door%2C the dog ran out very quickly.,5709,FALSE,When Jacob opened the door%2C the dog ran out very quickly.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,185,1,f,57,Pick a picture,2,1,2525,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,120,0,exp2-1,30,1,The daughter saw the towel which the father washed very quickly near that morning.,5442,FALSE,The daughter saw the towel which the father washed very quickly near that morning.
1515590698,49de413ab45774f71b0bc07c2cd5c655,PictureAccept,120,1,exp2-1,30,Pick a picture,2,1,3350,
1515590698,49de413ab45774f71b0bc07c2cd5c655,DashedSentence,214,0,f,86,1,The boy watched the movie while the old lady got dressed.,5219,FALSE,The boy watched the movie while the old lady got dressed.
